"cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","dishes/9","dishes/10","dishes/11","dishes/12","dishes/13","dishes/14","dishes/15","dishes/16","numberOfReviews","name","website","id","longitude","latitude","description","priceRange","webUrl","rating","rankingPosition","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/0/1/close","hours/weekRanges/0/1/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/1/1/close","hours/weekRanges/1/1/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/2/1/close","hours/weekRanges/2/1/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/3/1/close","hours/weekRanges/3/1/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/4/1/close","hours/weekRanges/4/1/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/5/1/close","hours/weekRanges/5/1/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","hours/weekRanges/6/1/close","hours/weekRanges/6/1/open","rawRanking","establishmentTypes/0","establishmentTypes/1"
"African","Bar","Seafood","Pub","Wine Bar",,,"Outdoor Seating","Parking Available","Full Bar","Accepts American Express","Accepts Mastercard","Accepts Visa","Digital Payments","Cash Only","Accepts Discover","Accepts Credit Cards","Sports bars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Makaazi","http://makaazi.co.ke","25559868","39.714397","-4.033993","Welcome to Makaazi, the ultimate destination in Nyali, Mombasa. Enjoy our restaurant, bar, and comfortable accommodation. Indulge in diverse culinary delights, crafted by talented chefs. Sip on handcrafted cocktails in our vibrant bar. Rest and rejuvenate in our well-appointed rooms. Explore nearby beaches and cultural attractions. Experience exceptional service and warm hospitality at Makaazi. Book your stay now for an unforgettable journey of relaxation and indulgence.",,"https://www.tripadvisor.com/Restaurant_Review-g294210-d25559868-Reviews-Makaazi-Mombasa_Coast_Province.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",
"African","Bar","Asian","Pub","Eastern European","Armenian","Arabic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Mombasanearby",,"21201053","39.715786","-4.035884",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d21201053-Reviews-Mombasanearby-Mombasa_Coast_Province.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",
"Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4","Kirenje",,"8658516","39.72295","-4.00702",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d8658516-Reviews-Kirenje-Mombasa_Coast_Province.html","4.5","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0513179302215576","Restaurants",
"Healthy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Common interest juice shop","http://www.commoninterest.co.ke","3179177","39.664387","-4.043057","A place for the best fresh fruit juice in Mombasa. We serve beet root juice, mango, passion, water melon, pawpaw, orange and a range of fruits including pawpaws, melons, apples and other local fruits. The shop provides agency banking services to the local community.The staff are very friendly.","KES 148 - KES 296","https://www.tripadvisor.com/Restaurant_Review-g294210-d3179177-Reviews-Common_interest_juice_shop-Mombasa_Coast_Province.html",,,,"Africa/Nairobi",,,,,"1140","480",,,"1140","480",,,"1140","480",,,"1140","480",,,"1140","480",,,"1140","480",,,,"Restaurants",
"American","African","Arabic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Wrapd",,"24889170","39.70489","-4.040231","Food Cart , Different types of Shawarmas , Slushies & Iced Coffees",,"https://www.tripadvisor.com/Restaurant_Review-g294210-d24889170-Reviews-Wrapd-Mombasa_Coast_Province.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",
"Indian","Asian","Middle Eastern","Pakistani",,,,"Delivery","Takeout","Reservations","Outdoor Seating","Private Dining","Seating","Parking Available","Television","Wheelchair Accessible","Accepts Mastercard","Accepts Visa","Digital Payments","Free Wifi","Accepts Discover","Accepts Credit Cards",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Waarsi Indo Pak Restaurant","https://waarsi-restaurant.com","25365757","39.67249","-4.056656","Indian Pakistan fusion cuisine ",,"https://www.tripadvisor.com/Restaurant_Review-g294210-d25365757-Reviews-Waarsi_Indo_Pak_Restaurant-Mombasa_Coast_Province.html",,,,"Africa/Nairobi","1350","480",,,"1350","660",,,"1350","660",,,"1350","660",,,"1350","660",,,"1350","660",,,"1350","660",,,,"Restaurants",
"Indian","African","Turkish","Fast Food","Barbecue",,,"Delivery","Takeout","Free off-street parking","Digital Payments","Free Wifi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","ARBE'S Shawarma & Fries","http://arbeshawarma.business.site/","13944921","39.668114","-4.0527","Shawarma is our main meal! ARBE'S restaurant is known as the Masters of Shawarma, Tacos, Burgers, Barbecues, Indian cuisines, fresh juices, shakes and all type of foods prepared fresh every day. We are all set and prepared to receive your special functions, parties and weddings orders that includes a complete catering service.","KES 14,824 - KES 59,294","https://www.tripadvisor.com/Restaurant_Review-g294210-d13944921-Reviews-ARBE_S_Shawarma_Fries-Mombasa_Coast_Province.html",,,,"Africa/Nairobi","1350","720",,,"1350","720",,,"1350","720",,,"1350","720",,,"1350","720",,,"1350","720",,,"1350","720",,,,"Restaurants",
"Indian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Itzflavours",,"24995735","39.711723","-4.032184",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d24995735-Reviews-Itzflavours-Mombasa_Coast_Province.html",,,,"Africa/Nairobi","1380","690",,,"1380","690",,,"1380","690",,,"1380","690",,,"1380","690",,,"1380","690",,,"1380","690",,,,"Restaurants",
"Neapolitan","Campania","Southern-Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Scoops & Cream","http://www.facebook.com/scoopsandcream/","21049443","39.67513","-4.06124",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d21049443-Reviews-Scoops_Cream-Mombasa_Coast_Province.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",
"Italian","American","African","Wine Bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Italian Paradise",,"25249099","39.700497","-4.049707",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d25249099-Reviews-Italian_Paradise-Mombasa_Coast_Province.html",,,,"Africa/Nairobi","1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,,"Restaurants",
"Swiss","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Emmas Snacks Corner",,"2035742","39.69854","-4.03231",,"KES 148 - KES 2,075","https://www.tripadvisor.com/Restaurant_Review-g294210-d2035742-Reviews-Emmas_Snacks_Corner-Mombasa_Coast_Province.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",
"Barbecue","Diner","Arabic",,,,,"Delivery","Takeout","Private Dining","Seating","Parking Available","Wheelchair Accessible","Cash Only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Al Majalis Restaurant",,"26580010","39.661556","-4.063766",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d26580010-Reviews-Al_Majalis_Restaurant-Mombasa_Coast_Province.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",
"African","Barbecue","Deli","Diner",,,,"Delivery","Takeout","Outdoor Seating","Seating","Parking Available","Street Parking","Television","Wheelchair Accessible","Accepts Visa","Accepts Credit Cards","Drive Thru","Sports bars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Chop It Express Mombasa",,"26181407","39.69974","-4.044791",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d26181407-Reviews-Chop_It_Express_Mombasa-Mombasa_Coast_Province.html",,,,"Africa/Nairobi","1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,,"Restaurants",
"Italian","Indian","African","Seafood","Arabic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Grand Oceanic Seafood Restaurant",,"23599243","39.665844","-4.033393","Grand Oceanic Seafood Restaurant is famously known for its Seafood Platter. A home of seafood offering wide variety of cuisine at great prices.",,"https://www.tripadvisor.com/Restaurant_Review-g294210-d23599243-Reviews-Grand_Oceanic_Seafood_Restaurant-Mombasa_Coast_Province.html",,,,"Africa/Nairobi","1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,,"Restaurants",
"Chinese","Indian","African","Seafood","Barbecue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Fischer's Joint",,"18956052",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d18956052-Reviews-Fischer_s_Joint-Mombasa_Coast_Province.html",,,,"Africa/Nairobi","1410","1050",,,,,,,"1410","1050",,,"1410","1050",,,"1410","1050",,,"1410","1050",,,"1410","1050",,,,"Restaurants",
"Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Milano Ice","http://printsolutionke.wixsite.com/milanoice","21252967","39.664543","-4.060697",,"KES 148 - KES 741","https://www.tripadvisor.com/Restaurant_Review-g294207-d21252967-Reviews-Milano_Ice-Nairobi.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",
"Indian","Barbecue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Kurry Kingdom Restaurant",,"25146742","39.694817","-4.047358","Indian, Punjabi food",,"https://www.tripadvisor.com/Restaurant_Review-g294210-d25146742-Reviews-Kurry_Kingdom_Restaurant-Mombasa_Coast_Province.html",,,,"Africa/Nairobi","900","660","1380","1080",,,,,"900","660","1380","1080","900","660","1380","1080","900","660","1380","1080","900","660","1380","1080","900","660","1380","1080",,"Restaurants",
"Seafood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Tamu Tamu Restaurant",,"17412419",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d17412419-Reviews-Tamu_Tamu_Restaurant-Mombasa_Coast_Province.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",
"Indian","African","Barbecue",,,,,"Delivery","Takeout","Reservations","Outdoor Seating","Seating","Parking Available","Street Parking","Digital Payments","Non-smoking restaurants","Gift Cards Available",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","KGF Restaurant",,"26449508","39.70245","-4.042901","An open terrace restaurant right in the heart of Nyali oninks road near mamba village. It's on the first floor of a two story building.",,"https://www.tripadvisor.com/Restaurant_Review-g294210-d26449508-Reviews-KGF_Restaurant-Mombasa_Coast_Province.html",,,,"Africa/Nairobi","1380","600",,,"1320","600",,,,,,,"1320","600",,,"1320","600",,,"1380","600",,,"1380","600",,,,"Restaurants",
"African","Fast Food","Grill","Diner","Arabic",,,"Private Dining","Seating","Parking Available","Street Parking","Non-smoking restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Pronto restaurant Mombasa","https://prontorestaurant.co.ke","26692348","39.710632","-4.033488",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d26692348-Reviews-Pronto_restaurant_Mombasa-Mombasa_Coast_Province.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",
"African","Cafe","Fast Food","Barbecue","Asian",,,"Delivery","Takeout","Reservations","Outdoor Seating","Seating","Parking Available","Highchairs Available","Digital Payments","Cash Only","Free Wifi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Chicky Chippi Fast Food","http://www.chickychippi.co.ke","25694257","39.688885","-4.051319","Fast Food and BBQ restaurant at links road Nyali",,"https://www.tripadvisor.com/Restaurant_Review-g294210-d25694257-Reviews-Chicky_Chippi_Fast_Food-Mombasa_Coast_Province.html",,,,"Africa/Nairobi","1380","660",,,"1350","660",,,,,,,"1350","660",,,"1350","660",,,"1380","660",,,"1380","660",,,,"Restaurants",
"African","Seafood","Arabic","Beer restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Honey Dream Hotel","http://www.honeydreamhotel.com","25153909","39.671158","-4.095909","Honey Dream Hotel is located in Mombasa Kenya, Shelly beach road, Likoni. The hotel offers Tours along the coastline like the famous Wasini Dolphine Tour, Haller Park, Shimba and Tsavo Game drives. We offer Accommodation, Bar & Entertainment and Seafood and African Cuisine. We are located next to a wonderful beach line.Visit us and have a refreshing holiday.",,"https://www.tripadvisor.com/Restaurant_Review-g2231209-d25153909-Reviews-Honey_Dream_Hotel-Likoni_Coast_Province.html",,,,"Africa/Nairobi","1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,,"Restaurants",
"Chinese","Indian","African","Fast Food","British",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Lunchit",,"15110442","39.66928","-4.07458",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d15110442-Reviews-Lunchit-Mombasa_Coast_Province.html",,,,"Africa/Nairobi",,,,,"870","720",,,"870","720",,,"870","720",,,"870","720",,,"870","720",,,,,,,,"Restaurants",
"American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","American Burger Express",,"24908156","39.702347","-4.043004",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d24908156-Reviews-American_Burger_Express-Mombasa_Coast_Province.html",,,,"Africa/Nairobi","1380","660",,,,,,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,,"Restaurants",
"Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","10 Street","https://www.facebook.com/10streetmombasa/","15610503","39.722015","-4.020399",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d15610503-Reviews-10_Street-Mombasa_Coast_Province.html","3","128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.017383575439453","Restaurants",
"African","International",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Coffeeville",,"19932629",,,"Coffeeville is a modern style cafe/restaurant offering a variety of food and drinks including Swahili dishes. It's chic ambience and unique designs offer the customers a cozy environment. It also boasts an intimate VIP section for meetings and privacy. It's surroundings include Mombasa Law Courts, Treasury Square and the County Government offices making it an ideal location.","KES 51,883 - KES 207,530","https://www.tripadvisor.com/Restaurant_Review-g294210-d19932629-Reviews-Coffeeville-Mombasa_Coast_Province.html",,,,"Africa/Nairobi",,,,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,,"Restaurants",
"African","European","Central European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Tina's Royal Nights","http://www.tinasroyal.com/tinas-royal-nights","24031962","39.74488","-3.950505","Nightclub, Bar, Lounge",,"https://www.tripadvisor.com/Restaurant_Review-g2049443-d24031962-Reviews-Tina_s_Royal_Nights-Mtwapa_Coast_Province.html",,,,"Africa/Nairobi","1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,,"Bars & Pubs","Restaurants"
"Italian","American","Indian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Bitebox","http://bitebox.co.ke","24027488","39.698128","-4.053175","A pizza restaurant in Mombasa making thin crust woodfired pizza. Drop by and have a bite of our vegan pizza. Delivery and Pickup options available. Get started with our range of appetizers, chips and our delicious pasta.",,"https://www.tripadvisor.com/Restaurant_Review-g294210-d24027488-Reviews-Bitebox-Mombasa_Coast_Province.html",,,,"Africa/Nairobi","1260","720",,,,,,,"1260","720",,,"1260","720",,,"1260","720",,,"1260","720",,,"1260","720",,,,"Restaurants",
"Steakhouse","Bar","Seafood","Barbecue","Grill","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","Grill House","http://www.grillhouse.co.ke","23591083","39.684795","-4.046814",,,"https://www.tripadvisor.com/Restaurant_Review-g294210-d23591083-Reviews-Grill_House-Mombasa_Coast_Province.html",,,,"Africa/Nairobi","1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,,"Restaurants",
"African","Bar","Fast Food","Barbecue","Pub","Arabic",,"Takeout","Reservations","Outdoor Seating","Buffet","Private Dining","Seating","Parking Available","Television","Wheelchair Accessible","Serves Alcohol","Wine and Beer","Accepts American Express","Accepts Mastercard","Accepts Visa","Digital Payments","Cash Only","Free Wifi","Accepts Discover","Accepts Credit Cards","Drive Thru","Sports bars",,,,,,,,,,,,,,,,,,,,,,,"0","Sunset Paradise Restaurant","https://sunsetparadiserestaurant.com/","25456656","39.747223","-3.966391","Indulge in our mouthwatering array of cuisines at our restaurant overlooking a lush garden and sparkling swimming pool. We aim to be our customers’ favorite place to eat and drink. Relax in our beautiful garden of Eden, by the pool or inside the bar/restaurant with an absolutely amazing view. We serve you your favorite stiff or soft drinks and hearty delicacies, as you unwind. Your satisfaction is our highest priority",,"https://www.tripadvisor.com/Restaurant_Review-g294210-d25456656-Reviews-Sunset_Paradise_Restaurant-Mombasa_Coast_Province.html",,,,"Africa/Nairobi","1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,,"Restaurants",
"African","Barbecue","European","Arabic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","Bustan Cafe & Restaurant",,"21170072","37.91831","0.543716",,"KES 59,294 - KES 296,472","https://www.tripadvisor.com/Restaurant_Review-g294210-d21170072-Reviews-Bustan_Cafe_Restaurant-Mombasa_Coast_Province.html","4","126",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.021343946456909","Restaurants",
"African","International","Turkish","Diner","Soups",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","Turkish Airlines Star Alliance Lounge",,"21502827","39.602894","-4.03178",,,"https://www.tripadvisor.com/Restaurant_Review-g294207-d21502827-Reviews-Turkish_Airlines_Star_Alliance_Lounge-Nairobi.html","2.5","808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.728236198425293","Restaurants",
